"Run/Debug","Debug Java Application","Alt+Shift+D, J","In Windows","org.eclipse.jdt.debug.ui.localJavaShortcut.debug"
"Edit","Undo","Ctrl+Z","In Dialogs and Windows","org.eclipse.ui.edit.undo"
"File","Close All","Ctrl+Shift+W","In Windows","org.eclipse.ui.file.closeAll"
"Window","Show Ruler Context Menu","Ctrl+F10","Editing Text","org.eclipse.ui.edit.text.showRulerContextMenu"
"Window","Show Contributing Plug-in","Alt+Shift+F3","In Dialogs and Windows","org.eclipse.ui.window.spy"
"Navigate","Previous Edit Location","Ctrl+Alt+Left","In Windows","org.eclipse.ui.edit.text.gotoLastEditPosition"
"Refactor - Java","Extract Method","Alt+Shift+M","In Windows","org.eclipse.jdt.ui.edit.text.java.extract.method"
"Window","Toggle Split Editor (Vertical)","Ctrl+{","In Windows","org.eclipse.ui.window.splitEditor"
"Text Editing","Next Word","Ctrl+Right","Editing Text","org.eclipse.ui.edit.text.goto.wordNext"
"Refactor - Java","Rename - Refactoring ","Alt+Shift+R","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.rename.element"
"Views","Show View (Variables)","Alt+Shift+Q, V","In Windows","org.eclipse.ui.views.showView"
"Text Editing","Move Lines Up","Alt+Up","Editing Text","org.eclipse.ui.edit.text.moveLineUp"
"Server","Stop","Ctrl+Alt+S","In Servers View","org.eclipse.wst.server.stop"
"Server","Debug","Ctrl+Alt+D","In Servers View","org.eclipse.wst.server.debug"
"Text Editing","Expand","Ctrl+Numpad_Add","Editing Text","org.eclipse.ui.edit.text.folding.expand"
"Source","Add Javadoc Comment","Alt+Shift+J","In Windows","org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment"
"Edit","Toggle Word Wrap","Alt+Shift+Y","Editing Text","org.eclipse.ui.edit.text.toggleWordWrap"
"Server","Publish","Ctrl+Alt+P","In Servers View","org.eclipse.wst.server.publish"
"Text Editing","Scroll Line Down","Ctrl+Down","Editing Text","org.eclipse.ui.edit.text.scroll.lineDown"
"Window","Next Perspective","Ctrl+F8","In Windows","org.eclipse.ui.window.nextPerspective"
"Navigate","Show In Breadcrumb","Alt+Shift+B","Editor Breadcrumb Navigation","org.eclipse.jdt.ui.edit.text.java.gotoBreadcrumb"
"Window","(Re)start","Ctrl+Alt+Shift+B, R","In Windows","org.springframework.ide.eclipse.boot.dash.boot.dash.RestartAction"
"Text Editing","Toggle Overwrite","Insert","Editing Text","org.eclipse.ui.edit.text.toggleOverwrite"
"Run/Debug","Go to Address","Ctrl+G","In Table Memory Rendering","org.eclipse.debug.ui.command.gotoaddress"
"Run/Debug","Step Return","F7","Debugging","org.eclipse.debug.ui.commands.StepReturn"
"Refactor - Java","Extract Local Variable","Alt+Shift+L","In Windows","org.eclipse.jdt.ui.edit.text.java.extract.local.variable"
"Search","Open Search Dialog","Ctrl+H","In Windows","org.eclipse.search.ui.openSearchDialog"
"Source","Format","Alt+Shift+F","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.format"
"Edit","Add Maven Dependency","Ctrl+Shift+D","Auto::org.eclipse.core.runtime.xml","org.eclipse.m2e.core.ui.command.addDependency"
"TM4E Language Configuration","Add Block Comment","Ctrl+Shift+/","Editing Text","org.eclipse.tm4e.languageconfiguration.addBlockCommentCommand"
"File","Save All","Ctrl+Shift+S","In Windows","org.eclipse.ui.file.saveAll"
"Refactor - Java","Change Method Signature","Alt+Shift+C","In Windows","org.eclipse.jdt.ui.edit.text.java.modify.method.parameters"
"Source","Open External Documentation","Shift+F2","Editing Ant Buildfiles","org.eclipse.ant.ui.openExternalDoc"
"Run/Debug","Run","Ctrl+F11","In Windows","org.eclipse.debug.ui.commands.RunLast"
"File","Open File...","Ctrl+P","Browsing attached Java Source","org.eclipse.ui.edit.text.openLocalFile"
"Terminal Commands","Open Local Terminal on Selection","Ctrl+Alt+T","In Windows","org.eclipse.tm.terminal.connector.local.command.launch"
"Window","Show View Menu","Ctrl+F10","In Dialogs and Windows","org.eclipse.ui.window.showViewMenu"
"Quick Search","Quick Search","Ctrl+Alt+Shift+L","In Windows","org.eclipse.text.quicksearch.commands.quicksearchCommand"
"Text Editing","Zoom In","Ctrl++","Editing Text","org.eclipse.ui.edit.text.zoomIn"
"Views","Refresh View (Gradle Tasks)","F5","In Gradle Tasks View","org.eclipse.buildship.ui.commands.refreshtaskview"
"Navigate","Next Page","Alt+F7","In Windows","org.eclipse.ui.part.nextPage"
"Run/Debug","Run Ant Build","Alt+Shift+X, Q","In Windows","org.eclipse.ant.ui.antShortcut.run"
"Git","Collapse Working Tree","Ctrl+Left","In Git Repositories View","org.eclipse.egit.ui.RepositoriesViewCollapseWorkingTree"
"Edit","Content Assist","Ctrl+Space","In Dialogs and Windows","org.eclipse.ui.edit.text.contentAssist.proposals"
"Run/Debug","Run Gradle Test","Ctrl+Alt+X, G","In Windows","org.eclipse.buildship.ui.shortcut.test.run"
"Text Editing","Zoom In","Ctrl+=","Editing Text","org.eclipse.ui.edit.text.zoomIn"
"Text Editing","Toggle Folding","Ctrl+Numpad_Divide","Editing Text","org.eclipse.ui.edit.text.folding.toggle"
"Edit","Select Enclosing Element","Alt+Shift+Up","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.structure.select.enclosing"
"Edit","Find and Replace","Ctrl+F","In Windows","org.eclipse.ui.edit.findReplace"
"Terminal view commands","Terminal view insert","Alt+W","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Text Editing","Collapse All","Ctrl+Shift+Numpad_Divide","Editing Text","org.eclipse.ui.edit.text.folding.collapse_all"
"Terminal view commands","Maximize Active View or Editor","Alt+Up","Terminal Control in Focus","org.eclipse.tm.terminal.maximize"
"Edit","Select Next Element","Alt+Shift+Right","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.select.next"
"Source","Surround With Quick Menu","Alt+Shift+Z","In Windows","org.eclipse.jdt.ui.edit.text.java.surround.with.quickMenu"
"Navigate","Previous Sub-Tab","Alt+PageUp","In Dialogs and Windows","org.eclipse.ui.navigate.previousSubTab"
"Run/Debug","Use Step Filters","Shift+F5","In Windows","org.eclipse.debug.ui.commands.ToggleStepFilters"
"Text Editing","Text Start","Ctrl+Home","Editing Text","org.eclipse.ui.edit.text.goto.textStart"
"Navigate","Open Type","Ctrl+Shift+T","Editing Java Source","org.eclipse.jdt.ui.navigate.open.type"
"Run/Debug","Trigger Restart","Ctrl+R","In I/O Console","org.springframework.ide.eclipse.boot.restart.commands.restart"
"Run/Debug","Next Memory Monitor","Ctrl+Alt+N","In Memory View","org.eclipse.debug.ui.commands.nextMemoryBlock"
"Window","Switch to Editor","Ctrl+Shift+E","In Windows","org.eclipse.ui.window.switchToEditor"
